ACCIDENT_NUMBER,EVENT_DATE,CITY,STATE,LATITUDE,LONGITUDE,INJURY_SEVERITY,AIRCRAFT_DAMAGE,AIRCRAFT_CATEGORY,MAKE,MODEL,TOTAL_FATALITIES,TOTAL_INJURIES,TOTAL_UNINJURED
WPR20LA042,12/12/2019,CARLSBAD, CA,33.146389,-117.333611,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,182,0,0,2
WPR20LA038,12/11/2019,PHOENIX, AZ,33.683611,-112.110278,NON-FATAL,SUBSTANTIAL,AIRPLANE,PIPER,PA-34-200T,,0,2
WPR20TA039,12/11/2019,RIVERTON, UT,40.483056,-111.940555,NON-FATAL,SUBSTANTIAL,HELICOPTER,ENSTROM,F28,,1,0
ERA20LA053,12/10/2019,LOUISVILLE, KY,38.230834,-85.657778,NON-FATAL,SUBSTANTIAL,AIRPLANE,PIPER,PA28,,0,1
ANC20CA037,12/9/2019,KWIGILLINGOK, AK,59.881667,-163.168889,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,207,,0,1
CEN20FA032,12/9/2019,VICTORIA, TX,28.8525,-96.918611,FATAL(1),DESTROYED,AIRPLANE,CESSNA,208,1,0,0
CEN20FA034,12/8/2019,FLOWER POT, AZ,34.479445,-111.989166,FATAL(1),DESTROYED,AIRPLANE,MOONEY,M20C,1,0,0
ERA20LA050,12/8/2019,WILLOW SPRINGS, MO,36.984166,-91.955556,NON-FATAL,SUBSTANTIAL,AIRPLANE,ZENITH,ZODIAC CH-650,0,1,0
CEN20TA030,12/7/2019,OMAHA, NE,41.194722,-96.1125,NON-FATAL,SUBSTANTIAL,GYROPLANE,ROTARY,RAF 2000,,1,0
CEN20TA031,12/6/2019,SPRING BRANCH, TX,29.811667,-98.426111,NON-FATAL,SUBSTANTIAL,AIRPLANE,BEECH,36,,0,5
WPR20CA041,12/5/2019,CAMAS, WA,45.628334,-122.398333,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,182,0,0,4
WPR20LA040,12/5/2019,PIMA, AZ,32.901944,-109.786666,NON-FATAL,SUBSTANTIAL,AIRPLANE,VANS,RV 6,,2,0
CEN20LA029,12/4/2019,BALDWIN CITY, KS,38.836111,-95.181945,NON-FATAL,SUBSTANTIAL,AIRPLANE,LUSCOMBE,8A,0,0,2
DCA20IA034A,12/4/2019,LOS ANGELES, CA,34.058037,-118.20811,INCIDENT,MINOR,HELICOPTER,AIRBUS,AS 350 B2,,0,3
DCA20IA034B,12/4/2019,LOS ANGELES, CA,34.058037,-118.20811,INCIDENT,NONE,HELICOPTER,UNKNOWN,UNKNOWN,,0,3
CEN20LA028,12/3/2019,DETROIT, MI,42.409444,-83.010278,NON-FATAL,SUBSTANTIAL,AIRPLANE,BAE,BAE 125 SERIES 800A,,0,2
WPR20CA036,12/3/2019,NEPHI, UT,39.878611,-111.857222,NON-FATAL,SUBSTANTIAL,AIRPLANE,JAVRON,PA-18 REPLICA,,0,2
ERA20LA047,12/3/2019,POTTS CAMP, MS,34.646111,-89.305278,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,172,,1,0
ERA20TA046,12/2/2019,VERO BEACH, FL,27.645833,-80.427778,NON-FATAL,SUBSTANTIAL,AIRPLANE,PIPER,PA28,,0,1
CEN20FA023,12/1/2019,SAN ANTONIO, TX,29.550833,-98.499722,FATAL(3),SUBSTANTIAL,AIRPLANE,PIPER,PA24,3,0,0
ERA20CA048,12/1/2019,UNION CITY, TN,36.38,-88.99,NON-FATAL,SUBSTANTIAL,AIRPLANE,CIRRUS,SR22,,0,2
CEN20FA022,11/30/2019,CHAMBERLAIN, SD,43.765556,-99.337222,FATAL(9),DESTROYED,AIRPLANE,PILATUS,PC12,9,3,0
CEN20CA027,11/30/2019,WILLIAMSTON, MI,42.686111,-84.313056,NON-FATAL,SUBSTANTIAL,AIRPLANE,SKYSTAR,KITFOX,,0,1
ERA20LA045,11/30/2019,WRIGHTSVILLE, GA,32.766667,-82.81,NON-FATAL,SUBSTANTIAL,AIRPLANE,YAKOVLEV,YAK 52,0,2,0
WPR20LA035,11/29/2019,BYRON, CA,37.830278,-121.626111,NON-FATAL,SUBSTANTIAL,AIRPLANE,ZENITH,STOL CH701,0,0,1
ANC20FA007,11/29/2019,COOPER LANDING, AK,60.504167,-150.151389,FATAL(3),DESTROYED,AIRPLANE,PIPER,PA-31-350,3,0,0
WPR20FA034,11/26/2019,NORTH LAS VEGAS, NV,36.4,-115.180834,FATAL(3),DESTROYED,AIRPLANE,CIRRUS,SR-22,3,0,0
ANC20FA005,11/25/2019,BLYTHE, CA,33.685277,-115.267223,FATAL(1),DESTROYED,AIRPLANE,BEECH,V35,1,0,0
CEN20TA025,11/25/2019,MOUNT PLEASANT, TX,33.094166,-94.961389,NON-FATAL,SUBSTANTIAL,AIRPLANE,PIPER,PA34,,0,2
DCA20CA028,11/25/2019,PALMDALE, CA,34.571111,-117.668889,NON-FATAL,SUBSTANTIAL,AIRPLANE,GENERAL ATOMICS,MQ-9,,0,0
WPR20CA058,11/25/2019,SAN DIEGO, CA,32.809444,-117.136944,NON-FATAL,SUBSTANTIAL,AIRPLANE,AERONCA,11AC,,0,2
ERA20FA043,11/24/2019,MILTON, FL,30.6375,-86.993611,FATAL(1),SUBSTANTIAL,AIRPLANE,BUSHBY,BUSHBY MUSTANG M II,1,0,0
CEN20LA046,11/24/2019,SHREVEPORT, LA,32.435277,-93.816111,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,150,,0,2
WPR20LA033,11/23/2019,CALDWELL, ID,43.641944,-116.635833,NON-FATAL,SUBSTANTIAL,AIRPLANE,BEECH,35,0,0,2
CEN20CA026,11/23/2019,CLEAR LAKE, MN,45.440277,-93.970556,NON-FATAL,SUBSTANTIAL,AIRPLANE,BELLANCA,1730,0,0,1
CEN20CA033,11/23/2019,KERRVILLE, TX,29.976667,-99.085555,NON-FATAL,SUBSTANTIAL,AIRPLANE,PIPER,PA18,,0,2
GAA20CA092,11/23/2019,LAMAR, CO,38.069723,-102.688611,NON-FATAL,SUBSTANTIAL,AIRPLANE,CZECH AIRCRAFT WORKS SPOL SRO,SPORTSCRUISER,,0,1
ERA20LA044,11/23/2019,OKEECHOBEE, FL,27.260556,-80.8475,NON-FATAL,DESTROYED,AIRPLANE,BEECH,E35,,3,0
GAA20CA094,11/23/2019,SIMSBURY, CT,41.916111,-72.776945,NON-FATAL,SUBSTANTIAL,AIRPLANE,PIPER,PA28,,1,1
WPR20FA031,11/22/2019,JACKPOT, NV,41.967778,-114.646111,FATAL(2),DESTROYED,AIRPLANE,GRUMMAN,AA5,2,0,0
CEN20LA020,11/22/2019,TYLER, TX,32.489722,-95.481945,NON-FATAL,SUBSTANTIAL,AIRPLANE,CIRRUS,SR22,,1,1
CEN20FA019,11/20/2019,SAN MARCOS, TX,29.9,-97.8525,FATAL(1),DESTROYED,AIRPLANE,RAYTHEON,A36,1,0,0
GAA20CA090,11/19/2019,BROGUE, PA,39.852222,-76.486389,NON-FATAL,SUBSTANTIAL,AIRPLANE,LUSCOMBE,8,0,1,0
ERA20LA038,11/18/2019,COLLEGE PARK, MD,38.980556,-76.922223,NON-FATAL,SUBSTANTIAL,AIRPLANE,MOONEY,M20M,0,0,1
GAA20CA089,11/17/2019,DUBOIS, PA,41.178334,-78.898611,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,172,,0,2
WPR20LA024,11/17/2019,OGDEN, UT,41.184444,-112.015,NON-FATAL,SUBSTANTIAL,AIRPLANE,PIPER,PA28R,,2,0
ERA20CA036,11/17/2019,VENICE, FL,27.067223,-82.440277,NON-FATAL,DESTROYED,AIRPLANE,PIPER,PA32,,1,1
GAA20CA081,11/17/2019,WEST JEFFERSON, OH,39.935555,-83.236389,NON-FATAL,SUBSTANTIAL,AIRPLANE,STINSON,SR9,,0,1
WPR20LA025,11/16/2019,HEBER CITY, UT,40.478889,-111.433889,NON-FATAL,SUBSTANTIAL,AIRPLANE,NORTH AMERICAN,SNJ-4,,0,2
WPR20LA026,11/16/2019,LIVERMORE, CA,37.696111,-121.819723,NON-FATAL,SUBSTANTIAL,AIRPLANE,PIPER,PA 18,,0,1
ENG20IA005,11/16/2019,PENOBSCOT, ME,44.521111,-68.641111,INCIDENT,MINOR,HELICOPTER,AGUSTA,A109,,0,4
GAA20CA086,11/16/2019,SHERMAN/DENNISON, TX,33.714167,-96.674445,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,152,,0,1
ERA20LA039,11/15/2019,WEST LIBERTY, KY,38.070834,-83.245,NON-FATAL,SUBSTANTIAL,AIRPLANE,RANS,RANS S7 COURIER,,0,1
GAA20CA087,11/14/2019,ERWIN, NC,35.380278,-78.732223,NON-FATAL,SUBSTANTIAL,AIRPLANE,FISHER,FP 202 KOALA,,0,1
WPR20LA022,11/13/2019,RED ROCK, AZ,32.476111,-111.337777,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,150,,0,1
ERA20LA034B,11/13/2019,TOMS RIVER, NJ,39.920834,-74.296111,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,172,,2,1
ERA20LA034A,11/13/2019,TOMS RIVER, NJ,39.920834,-74.296111,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,172,,2,1
GAA20CA074,11/12/2019,FALLBROOK, CA,33.354167,-117.250833,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,172,,0,1
GAA20CA067,11/12/2019,PEMBROKE PINES, FL,26.001111,-80.240833,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,172,,0,1
WPR20LA029,11/12/2019,SALT LAKE CITY, UT,40.170556,-111.645,NON-FATAL,SUBSTANTIAL,HELICOPTER,AGUSTA,A109,,0,3
DCA20LA013,11/11/2019,CHICAGO, IL,41.582778,-87.542222,NON-FATAL,SUBSTANTIAL,AIRPLANE,EMBRAER,EMB145,0,0,41
GAA20CA080,11/11/2019,FITZGERALD, GA,31.683889,-83.270834,NON-FATAL,SUBSTANTIAL,AIRPLANE,SYMPHONY AIRCRAFT IND INC,SA,,0,1
GAA20CA070,11/11/2019,KALISPELL, MT,48.178611,-114.303611,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,195,,0,2
WPR20LA028,11/11/2019,METALINE, WA,48.807222,-117.291944,FATAL(1),MISSING,AIRPLANE,CESSNA,182,1,0,0
GAA20CA071,11/11/2019,SAN LUIS, CO,37.065,-105.463611,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,182,,0,2
ANC20LA004,11/10/2019,GOODNEWS BAY, AK,59.112222,-161.581389,NON-FATAL,SUBSTANTIAL,AIRPLANE,PIPER,PA32R,,0,2
GAA20CA063,11/10/2019,LEBANON, IN,40.036111,-86.482223,NON-FATAL,SUBSTANTIAL,HELICOPTER,SIKORSKY,S 58JT,,3,0
GAA20CA072,11/10/2019,MEXICO, MO,39.037777,-91.725556,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,U206,,0,1
ERA20LA033,11/10/2019,ST. AUGUSTINE, FL,29.941389,-81.317778,NON-FATAL,SUBSTANTIAL,AIRPLANE,MOONEY,M20J,0,2,0
GAA20CA084,11/9/2019,BROOMFIELD, CO,39.908889,-105.117223,NON-FATAL,SUBSTANTIAL,AIRPLANE,BEECH,55,0,0,2
ERA20LA035,11/9/2019,GRIFFIN, GA,33.226945,-84.275,NON-FATAL,SUBSTANTIAL,AIRPLANE,BEECH,55,,0,5
CEN20LA018,11/9/2019,HOUSTON, TX,30.08,-95.56,NON-FATAL,SUBSTANTIAL,AIRPLANE,PIPER,PA32,,1,0
GAA20CA064,11/9/2019,HUNTSVILLE, AR,36.078056,-93.755,NON-FATAL,SUBSTANTIAL,AIRPLANE,NEW GLASAIR,SPORTSMAN GS-2,,1,1
GAA20CA085,11/8/2019,SALT LAKE CITY, UT,40.79,-111.98,NON-FATAL,SUBSTANTIAL,AIRPLANE,PIPER,PA60,,0,1
GAA20CA069,11/8/2019,TYLER, TX,32.353611,-95.403056,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,180,,0,1
GAA20CA062,11/7/2019,GROVELAND, FL,28.405833,-81.837777,NON-FATAL,SUBSTANTIAL,HELICOPTER,BELL,47G,,0,1
WPR20FA019,11/7/2019,UPLAND, CA,34.109722,-117.669723,FATAL(1),DESTROYED,AIRPLANE,CIRRUS,SR22,1,0,0
DCA20IA014,11/6/2019,ATLANTA, GA,33.636666,-84.428056,INCIDENT,NONE,AIRPLANE,EMBRAER,ERJ170,0,0,9
GAA20CA075,11/6/2019,BROOMFIELD, CO,39.908889,-105.117223,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,182,0,0,1
GAA20CA073,11/6/2019,WAYNESVILLE, OH,39.476667,-84.093889,NON-FATAL,SUBSTANTIAL,GLIDER,SCHLEICHER,ASW15,0,1,0
ERA20FA029,11/4/2019,CEDARTOWN, GA,34.043889,-85.177223,FATAL(1),SUBSTANTIAL,GYROPLANE,PAVEL,TANGO2,1,0,0
WPR20LA032,11/4/2019,HURRICANE, UT,37.140277,-113.306111,NON-FATAL,SUBSTANTIAL,AIRPLANE,BEECH,36,,0,2
ERA20FA031,11/4/2019,NEW BEDFORD, MA,41.621111,-70.938333,FATAL(1),DESTROYED,AIRPLANE,CESSNA,150,1,0,0
GAA20CA060,11/4/2019,SMOKETOWN, PA,40.041666,-76.201944,NON-FATAL,SUBSTANTIAL,HELICOPTER,ROBINSON,R22,,0,2
ERA20TA030,11/3/2019,DORAL, FL,25.796944,-80.341111,NON-FATAL,SUBSTANTIAL,AIRPLANE,BEECH,76,,0,2
GAA20CA059,11/3/2019,GREER, SC,35.034166,-82.298889,NON-FATAL,SUBSTANTIAL,AIRPLANE,ERCOUPE,415,,0,1
GAA20CA056,11/3/2019,MONUMENT VALLEY, UT,37.016667,-110.200556,NON-FATAL,SUBSTANTIAL,AIRPLANE,PITTS,S1,,0,1
GAA20CA068,11/2/2019,CHESTER, CT,41.383611,-72.505833,NON-FATAL,SUBSTANTIAL,AIRPLANE,ICON,A5,0,0,2
GAA20CA066,11/2/2019,GILBERT, SC,33.884166,-81.381667,NON-FATAL,SUBSTANTIAL,AIRPLANE,AMERICAN AVIATION,AA 5,,0,1
GAA20CA057,11/2/2019,PALMYRA, PA,40.286666,-76.576945,NON-FATAL,SUBSTANTIAL,AIRPLANE,CUB CRAFTERS,CC11,,0,2
ERA20LA037,11/2/2019,SEFFNER, FL,27.983611,-82.275556,NON-FATAL,SUBSTANTIAL,HELICOPTER,MOSQUITO,XE,0,1,0
CEN20LA017,11/1/2019,KALAMAZOO, MI,42.234444,-85.551667,NON-FATAL,SUBSTANTIAL,AIRPLANE,SOCATA,TB 30 EPSILON,,1,0
ERA20LA028,11/1/2019,ODESSA, TX,32.026111,-102.404722,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,T210,,1,0
GAA20CA053,11/1/2019,SALEM, OR,44.909444,-123.0025,NON-FATAL,SUBSTANTIAL,AIRPLANE,ZENAIR,CH701,,0,1
ERA20FA027,11/1/2019,STUART, FL,27.176111,-80.2125,FATAL(1),DESTROYED,AIRPLANE,GRUMMAN,OV-1,1,0,0
WPR20FA018,10/31/2019,BRAWLEY, CA,32.988055,-115.469167,FATAL(2),SUBSTANTIAL,AIRPLANE,CESSNA,150,2,0,0
ANC20LA003B,10/31/2019,HONOLULU, HI,21.313056,-157.925278,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,172,,0,3
ANC20LA003A,10/31/2019,HONOLULU, HI,21.313056,-157.925278,NON-FATAL,MINOR,AIRPLANE,CESSNA,208,,0,3
ERA20FA025,10/31/2019,MIDDLEBURG, FL,30.0125,-81.78,FATAL(1),DESTROYED,AIRPLANE,VANS,RV 4,1,0,0
GAA20CA054,10/31/2019,NEW BRAUNFELS, TX,29.775,-97.977778,NON-FATAL,MINOR,AIRPLANE,BEECH,200,,1,1
ERA20FA022,10/31/2019,OCALA, FL,29.141666,-82.194166,FATAL(2),DESTROYED,AIRPLANE,BEECH,58,2,1,0
ERA20FA026,10/31/2019,PADUCAH, KY,37.103333,-88.817223,FATAL(1),DESTROYED,AIRPLANE,PIPER,PA32R,1,0,0
ERA20FA021,10/30/2019,ATLANTA, GA,33.856944,-84.290555,FATAL(2),DESTROYED,AIRPLANE,PIPER,PA28R,2,0,0
GAA20CA082,10/29/2019,ALBUQUERQUE, NM,35.145277,-106.795277,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,170,0,0,2
DCA20CA010,10/29/2019,BOISE, ID,43.564444,-116.222778,NON-FATAL,SUBSTANTIAL,AIRPLANE,DE HAVILLAND,DHC8,0,0,2
ERA20FA020,10/29/2019,COLONIA, NJ,40.590277,-74.310833,FATAL(1),DESTROYED,AIRPLANE,CESSNA,414,1,0,0
GAA20CA052,10/28/2019,ALEXANDRIA, LA,31.238333,-92.437777,NON-FATAL,SUBSTANTIAL,HELICOPTER,ROBINSON,R66,0,0,3
GAA20CA055,10/28/2019,AUGUSTA, GA,33.466667,-82.039444,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,172,0,0,1
GAA20CA088,10/27/2019,DAYTONA BEACH, FL,29.080278,-81.046666,NON-FATAL,DESTROYED,AIRPLANE,HIGGINS JOHN H/WILLIAMS JOHN D,QUESTAIR VENTURE,,2,0
GAA20CA058,10/27/2019,ENUMCLAW, WA,47.243611,-121.924445,NON-FATAL,SUBSTANTIAL,GLIDER,LET,L13,,0,2
ERA20LA023,10/27/2019,GRAND BAY, AL,30.568889,-88.377223,NON-FATAL,SUBSTANTIAL,AIRPLANE,PIPER,J3C,,0,2
GAA20CA048,10/27/2019,LE ROY, NY,42.981389,-77.935277,NON-FATAL,SUBSTANTIAL,AIRPLANE,BEECH,A36,,4,0
CEN20LA015,10/27/2019,WHITE BEAR TOWNSHIP, MN,45.116667,-92.996111,NON-FATAL,DESTROYED,AIRPLANE,PIPER,PA22,0,1,0
GAA20CA051,10/26/2019,TAVARES, FL,28.800556,-81.727778,NON-FATAL,SUBSTANTIAL,AIRPLANE,PEREYRA,AVENTURA,,0,2
WPR20FA015,10/25/2019,AMERICAN FALLS, ID,42.777778,-112.895,FATAL(1),SUBSTANTIAL,AIRPLANE,MOONEY,M20J,1,0,0
WPR20FA016,10/25/2019,JORDAN VALLEY, OR,43.394722,-117.046944,FATAL(1),SUBSTANTIAL,HELICOPTER,ENSTROM,280F,1,1,0
GAA20CA050,10/25/2019,OPA LOCKA, FL,25.913056,-80.282223,NON-FATAL,SUBSTANTIAL,AIRPLANE,PIPER,PA 30,,0,2
GAA20CA091,10/24/2019,APOPKA, FL,28.7075,-81.581945,NON-FATAL,SUBSTANTIAL,AIRPLANE,COSTRUZIONI AERONAUTICHE TECNA,P2004,0,0,1
WPR20LA017,10/24/2019,RED CREEK, AZ,34.158333,-111.731667,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,205,,0,3
WPR20FAMS1,10/24/2019,SHELTER COVE, CA,39.789166,-123.971111,FATAL(2),MISSING,AIRPLANE,PIPER,PA28R,2,0,0
ERA20FA019,10/24/2019,SUMMIT POINT, WV,39.253056,-77.961111,FATAL(2),DESTROYED,AIRPLANE,MOONEY,M20A,2,0,0
CEN20LA014,10/24/2019,SWEA CITY, IA,43.384166,-94.320278,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,172,0,1,0
CEN20FA012B,10/23/2019,HEBBRONVILLE, TX,27.3725,-98.633334,FATAL(2),SUBSTANTIAL,HELICOPTER,ROBINSON,R22,2,1,1
CEN20FA012A,10/23/2019,HEBBRONVILLE, TX,27.3725,-98.633334,FATAL(2),DESTROYED,HELICOPTER,ROBINSON,R22 BETA,2,1,1
WPR20FA013,10/23/2019,LAS VEGAS, NV,36.146944,-115.381667,FATAL(2),SUBSTANTIAL,HELICOPTER,ROBINSON,R44,2,0,0
GAA20CA095,10/23/2019,MARION, AL,32.510556,-87.384722,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,120,,0,2
WPR20LA014,10/23/2019,SPANAWAY, WA,47.070278,-122.371111,NON-FATAL,SUBSTANTIAL,AIRPLANE,VANS,RV 6,0,2,0
WPR20LA012,10/22/2019,HOLDEN, UT,39.139166,-112.275,NON-FATAL,SUBSTANTIAL,AIRPLANE,CZECH SPORT AIRCRAFT,SPORTCRUISER,,0,1
CEN20LA013,10/22/2019,LAMESA, TX,32.735,-101.743333,NON-FATAL,MINOR,AIRPLANE,AIR TRACTOR,AT 502,,1,1
GAA20CA044,10/21/2019,BROOKSVILLE, FL,28.473611,-82.455556,NON-FATAL,SUBSTANTIAL,GYROPLANE,RICHARD B CARPENTER,AR-1,0,0,1
GAA20CA041,10/21/2019,NANTUCKET, MA,41.334722,-70.299444,NON-FATAL,SUBSTANTIAL,AIRPLANE,MAULE,MX7,,0,2
WPR20FA008,10/20/2019,ANGEL FIRE, NM,36.393055,-105.286944,FATAL(2),SUBSTANTIAL,AIRPLANE,PIPER,PA 24,2,0,0
ERA20FA014,10/20/2019,RALEIGH, NC,35.854167,-78.757778,FATAL(2),DESTROYED,AIRPLANE,PIPER,PA32,2,0,0
GAA20CA040,10/20/2019,RENO, NV,40.200833,-119.868889,NON-FATAL,SUBSTANTIAL,AIRPLANE,KITFOX,S7,,0,1
GAA20CA038,10/20/2019,WEDGEFIELD, FL,28.102778,-80.645277,NON-FATAL,SUBSTANTIAL,AIRPLANE,PIPER,PA28,,0,2
CEN20FA009,10/20/2019,WHITE PLAINS, AL,33.749722,-85.723334,FATAL(1),DESTROYED,AIRPLANE,VANS,VANS RV-8,1,0,0
GAA20CA037,10/19/2019,ALBUQUERQUE, NM,35.084444,-106.650278,NON-FATAL,SUBSTANTIAL,BALLOON,ULTRAMAGIC,N 250,0,0,13
GAA20CA079,10/19/2019,QUAKERTOWN, PA,40.435277,-75.381945,NON-FATAL,SUBSTANTIAL,AIRPLANE,PIPER,PA28,,0,1
GAA20CA039,10/19/2019,SAFFORD, AZ,32.693889,-109.690277,NON-FATAL,SUBSTANTIAL,AIRPLANE,ZENAIR,CH 701,,0,2
GAA20CA034,10/18/2019,KING CITY, CA,36.198055,-121.110278,NON-FATAL,SUBSTANTIAL,HELICOPTER,BELL,47G,,1,0
GAA20CA043,10/18/2019,KNOXVILLE, TN,35.963056,-83.876667,NON-FATAL,SUBSTANTIAL,AIRPLANE,ZENAIR,ZENITH 801,,0,2
ERA20LA018,10/18/2019,MADISONVILLE, TN,35.550556,-84.374445,NON-FATAL,SUBSTANTIAL,AIRPLANE,BEECH,N35,,0,1
GAA20CA036,10/18/2019,MARBLE CANYON, AZ,36.810833,-111.644444,NON-FATAL,SUBSTANTIAL,AIRPLANE,TITAN,TITAN TORNADO II,,0,1
ERA20LA017,10/18/2019,SHELLMAN, GA,31.642222,-84.587777,NON-FATAL,DESTROYED,AIRPLANE,AYRES,S2R,,0,1
ERA20FA013,10/18/2019,TAMAQUA, PA,40.743333,-76.018334,FATAL(1),SUBSTANTIAL,GLIDER,SPORTINE AVIACIJA,LAK17,1,0,0
GAA20CA031,10/17/2019,ALVIN, TX,29.451389,-95.3025,NON-FATAL,SUBSTANTIAL,AIRPLANE,ERCOUPE,415,0,0,1
GAA20CA033,10/17/2019,FABENS, TX,31.654722,-106.303333,NON-FATAL,SUBSTANTIAL,AIRPLANE,WEATHERLY,620,,0,1
CEN20FA008,10/17/2019,GREEN BAY, WI,44.4225,-87.935833,FATAL(2),SUBSTANTIAL,AIRPLANE,AERONCA,7AC,2,0,0
GAA20CA032,10/17/2019,MONUMENT VALLEY, UT,37.016667,-110.200556,NON-FATAL,SUBSTANTIAL,AIRPLANE,FLIGHT DESIGN,CTLS,,2,0
GAA20CA046,10/17/2019,NEW BRAUNFELS, TX,29.705833,-98.043333,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,L19,,0,2
ERA20FA012,10/17/2019,NEW SALEM, NC,35.149166,-80.362222,FATAL(1),SUBSTANTIAL,HELICOPTER,BELL,206,1,0,0
GAA20CA035,10/17/2019,OVERTON, NV,36.51,-114.375834,NON-FATAL,SUBSTANTIAL,HELICOPTER,ROBINSON,R22,,0,2
WPR20LA009,10/17/2019,STOCKTON, CA,37.895555,-121.259444,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,206,0,2,0
DCA20CA003,10/17/2019,TRES PINOS, CA,36.8125,-121.185833,NON-FATAL,SUBSTANTIAL,AIRPLANE,KITTY HAWK,HEAVISIDE2,0,0,0
DCA20MA002,10/17/2019,UNALASKA, AK,53.87305,-166.5314,FATAL(1),SUBSTANTIAL,AIRPLANE,SAAB,2000,1,4,37
ERA20LA016,10/16/2019,AUGUSTA, GA,33.371945,-81.971667,NON-FATAL,NONE,AIRPLANE,BOMBARDIER,BD 700 1A10,0,1,0
GAA20CA030,10/16/2019,GERLACH, NV,40.335,-119.908056,NON-FATAL,SUBSTANTIAL,AIRPLANE,PIPER,PA18,,0,1
GAA20CA014,10/15/2019,COLORADO SPRINGS, CO,38.942777,-104.57,NON-FATAL,SUBSTANTIAL,AIRPLANE,PIPER,PA38,0,0,2
GAA20CA029,10/15/2019,FLANNIGAN, NV,40.13,-119.91,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,180,,0,2
GAA20CA028,10/15/2019,LEBANON, NH,43.626111,-72.304167,NON-FATAL,SUBSTANTIAL,AIRPLANE,LUSCOMBE,8,,1,0
GAA20CA023,10/15/2019,LOUISVILLE, KY,38.227778,-85.664722,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,172,,0,1
GAA20CA013,10/14/2019,BRECKENRIDGE, TX,32.718889,-98.891666,NON-FATAL,SUBSTANTIAL,AIRPLANE,SOCATA,TBM700,0,0,2
GAA20CA045,10/14/2019,BUCKEYE, AZ,33.420556,-112.686111,NON-FATAL,SUBSTANTIAL,AIRPLANE,AEROPRO CZ,A220,0,0,2
ERA20FA009,10/14/2019,CAMERON, NC,35.271667,-79.254444,FATAL(1),SUBSTANTIAL,AIRPLANE,VANS,RV4,1,0,0
GAA20CA022,10/14/2019,DOUGLAS, GA,31.476667,-82.860556,NON-FATAL,SUBSTANTIAL,AIRPLANE,BEECH,36,,0,1
GAA20CA015,10/13/2019,GODDARD, KS,37.6925,-97.543611,NON-FATAL,SUBSTANTIAL,AIRPLANE,TAYLORCRAFT,BC12,,0,2
ANC20LA002,10/13/2019,PALMER, AK,61.450278,-148.683334,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,172,,0,1
CEN20LA016,10/13/2019,SPRINGTOWN, TX,32.986666,-97.619723,NON-FATAL,SUBSTANTIAL,AIRPLANE,PIPER,PA-28R-200,0,1,0
WPR20LA007,10/13/2019,SUSANVILLE, CA,40.556111,-120.839166,NON-FATAL,SUBSTANTIAL,HELICOPTER,HILLER,UH 12E,0,1,0
GAA20CA024,10/12/2019,GREENVILLE, TX,33.067778,-96.065278,NON-FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,180,,0,2
GAA20CA011,10/12/2019,HENRYS LAKE, ID,44.673611,-111.424445,NON-FATAL,SUBSTANTIAL,AIRPLANE,CHAMPION,8GCBC,,0,2
GAA20CA025,10/12/2019,KEY WEST, FL,24.556111,-81.76,NON-FATAL,,AIRPLANE,CESSNA,172,,1,1
GAA20CA026,10/12/2019,LUSBY, MD,38.361111,-76.405278,NON-FATAL,SUBSTANTIAL,AIRPLANE,"LLEWELLYN, WARWINC W",VANS RV-4,,2,0
CEN20TA007,10/12/2019,MONTGOMERY, TX,30.336666,-95.679445,NON-FATAL,SUBSTANTIAL,GYROPLANE,AUTOGYRO GMBH,MTO SPORT,,2,0
